y,z0,z1
5,3.8630257,4.8705473
5,3.1793776,6.9140368
5,4.2791195,6.4355536
5,2.5149145,6.5506425
5,4.185893,6.771565
5,2.5924318,5.2561374
5,3.201264,3.4187043
5,2.517839,6.0878963
5,3.2315776,5.5271535
5,1.8617386,6.862344
5,3.2456913,6.160664
5,3.4549856,5.532979
5,2.4891517,1.7059983
5,2.9547734,4.450813
5,3.3736844,5.936697
5,-1.1396757,-5.6012893
5,-1.5594527,-4.6035047
5,0.7478003,-6.7587256
5,-2.0760925,-6.023354
5,-1.9203076,-7.790568
5,1.224817,-7.2966223
5,-0.06711197,-5.8589487
5,1.3420155,-6.8716574
5,-0.21368654,-5.2133746
5,-0.5571742,-6.861835
5,-0.7653864,-7.452109
5,1.3362954,-6.458825
5,-2.942978,-6.159164
5,-1.13998,-5.513075
5,-0.14046699,-6.747284
10,-0.9109393,-6.1463003
10,-1.5489368,-5.457653
10,0.6548841,-6.147205
10,0.48231274,-6.067486
10,-0.4936741,-8.59876
10,2.414258,-6.0543485
10,1.8394973,-5.6027803
10,-0.10973632,-5.3105764
5,2.9218645,-2.6716368
5,2.8898087,-2.9842448
5,2.050403,1.1130979
5,2.2923095,-1.2499346
5,3.8007584,-1.6798686
5,1.3376758,-2.0965056
5,1.5366926,-2.2466238
5,1.2770087,-1.9127055
5,1.5317587,-0.93399316
5,1.5758892,0.46107495
5,2.3162003,-1.685708
5,2.4609094,-3.5731263
5,2.2895575,-1.7316482
5,3.183338,-1.7293141
5,3.524795,-2.2713354
5,2.3731546,-4.9888687
5,1.2236421,-3.9887877
5,0.31680846,-2.3496513
5,1.0440884,-6.4625278
5,-1.0012708,-4.24988
5,2.078061,-0.983665
5,-0.30547678,-2.8924508
5,0.23758018,-3.7392864
5,2.9958823,-2.7924132
5,1.8506552,-2.937138
5,1.2365746,-2.4390645
5,2.9718392,-2.7051513
5,1.5028464,-3.5841746
5,1.535325,-2.2046027
5,1.559925,-5.16305
5,1.8564997,-3.5937493
5,2.0864387,-6.0262933
5,2.6372373,-4.4629474
5,0.6473702,-3.7800457
5,-0.11846864,-3.4557726
5,1.7648654,-2.066331
5,1.3681852,-4.2886615
5,0.011166334,-3.6212459
5,1.2940347,-4.5564566
5,1.3760242,-3.5348973
5,2.6467216,-3.061956
5,0.8519984,-2.4266763
5,1.1375847,-4.969226
5,1.6123371,-3.9951437
5,0.53033733,-2.5877788
5,0.7076231,-4.333036
5,0.9995285,-3.8067632
5,1.5919386,-2.370904
5,1.6972649,-2.9109232
5,2.153924,-4.9688063
5,2.0724537,-2.9601235
5,2.2170346,-4.3970156
5,3.9452903,5.1668887
5,5.4850416,5.325776
5,3.7356222,4.6141443
5,2.536139,3.8194299
5,2.903401,5.319683
5,3.9200947,3.491717
5,4.0153804,5.018332
5,3.915923,3.6694417
5,3.083385,5.3246393
5,2.9538288,3.864451
5,3.9981537,4.111841
5,5.2489815,3.6996217
5,2.9359381,1.6676342
5,3.2561138,4.0677056
5,3.1520104,4.146594
5,3.2102466,3.353126
5,4.5789366,4.5074744
5,3.1206057,4.3717117
5,3.089176,4.1171684
5,4.0342984,3.0919003
5,3.357549,7.3069296
5,3.9519448,4.9869766
5,4.246693,3.038242
5,4.059974,4.684446
5,2.0202918,4.5666184
5,2.9710455,4.963568
5,3.709128,3.7047
5,2.9800425,2.695125
5,3.6526446,2.903328
5,2.8407762,4.615084
5,3.1299589,6.7890964
5,3.9328382,5.1622043
5,3.6765628,6.023305
5,3.4595587,0.88234055
5,3.4595313,3.631655
5,4.51929,3.3907795
5,3.1797135,4.9767623
5,2.9884539,2.998187
5,3.2288399,4.3614254
5,3.1341288,4.9911575
5,4.095685,3.99566
5,4.949687,5.103589
5,2.860307,1.8835366
5,0.3576647,-5.6931415
5,-0.17868818,-5.5907974
5,-1.2259516,-4.9361844
5,-2.6409876,-5.8027954
5,0.82543933,-5.811617
5,-0.9302516,-5.738487
5,0.286604,-5.4546943
5,-0.94897467,-4.7919445
5,0.47651476,-5.4115944
5,-0.03845115,-6.4086714
5,-1.2970139,-4.4830256
5,-2.542692,-4.7538047
5,0.5023383,-4.2715073
5,-0.4481597,-5.7631583
5,0.12740564,-4.2937264
5,-1.5832523,-3.7495754
5,1.8326544,-4.8275514
5,-1.513658,-5.9047813
5,0.092463195,-6.980668
5,0.41388643,-6.4243445
5,-1.1290824,-6.4561863
5,-1.9235146,-5.6458035
5,-1.1006017,-5.256065
5,1.7489173,-6.2999587
5,-1.3199494,-5.437963
5,-0.09023565,-5.5246925
5,-0.16305056,-5.7272043
5,-0.21415532,-5.0726504
5,-0.8154276,-5.5506225
5,0.01262337,-4.694496
5,-0.7421645,-5.8864884
5,1.4877863,-6.6924267
5,-1.1379498,-6.236119
5,1.2335844,-5.4923196
5,0.1490475,-6.492602
5,-0.5147834,-5.6433077
5,-0.4633081,-5.3448706
5,0.7336472,-5.3706346
5,-1.6113243,-5.089528
5,-1.7604322,-5.3913608
5,-1.3563911,-5.136195
5,0.74890316,-6.1155386
5,0.3644315,-6.595928
5,-0.26812607,-5.796033
5,-0.43618277,-6.550912
5,-0.14089563,-5.4774675
5,0.5127238,-5.6436806
5,-1.6691132,-6.1381087
5,-2.0241354,-5.938294
5,-1.2875891,-5.8022075
5,0.6749936,-4.696744
5,1.282162,-5.0569735
5,1.1792245,-6.4806767
5,3.2539573,5.348761
5,3.4838886,1.720659
5,3.8697553,3.049302
5,2.2880435,4.852392
5,2.604119,0.10660881
5,3.3833308,4.181924
5,0.8433831,4.73953
5,3.8767762,1.854857
5,3.7679493,4.688006
5,3.8999903,4.709943
5,3.4568462,4.4266596
5,2.5430262,5.703635
5,4.862019,3.3300767
5,3.9671197,5.356189
5,4.168522,5.7893324
5,3.207484,5.7951517
10,-0.7830204,-6.3835945
10,-0.62925005,-6.68014
10,-0.4826786,-5.253585
10,-0.6953529,-6.527589
10,0.43883777,-4.9324923
10,-3.765039,-0.3984281
10,-1.5274665,-2.7870688
10,-0.7870164,-3.1937149
10,-4.2086906,-2.193447
10,0.035869688,-5.45736
10,-1.4615872,-4.4041667
10,-0.35003173,-4.0738964
10,-3.458634,-2.6886866
10,-3.6798277,-2.0343056
10,-3.5391872,-1.5962025
10,-0.71913666,-5.292263
10,-3.332813,-2.2692413
11,0.22012138,-3.3204165
11,-0.41329908,-3.0184596
11,-0.27260703,-4.404739
10,-3.1863704,-3.3231063
10,-1.4582077,-4.6312065
10,0.47304946,-5.4451656
10,-1.9733378,-3.509798
10,-2.3062654,-2.3197107
11,-1.7736357,-3.8499706
11,-1.7422913,-3.8134093
11,-2.7330375,-3.3522823
11,-3.0946524,-2.6503606
5,-1.6092287,-4.615492
5,1.7495177,-4.6767855
5,-1.0535655,-5.165893
5,-1.6588061,-4.0714617
5,-0.19349688,-2.4266794
5,0.43573478,-4.9967027
5,-0.8626249,-3.9586031
5,-0.5896387,-5.1049066
5,-4.112282,0.85963047
5,-2.946593,-2.833702
5,-0.95015305,-3.9094641
5,2.2854712,-5.49334
5,2.918785,-5.9149528
5,0.922578,-2.234105
5,3.7045836,-4.9078474
5,-0.28489447,-2.5100899
5,0.5786823,-3.9398575
5,-1.7997289,-3.30792
5,1.4016933,-3.9499257
5,-2.8287985,-3.0818462
5,-1.134423,-4.685573
5,-0.5861572,-2.383213
5,-1.9130795,-2.1803148
5,-2.4958954,-3.454978
5,-0.8697058,-4.0135
5,1.2180322,-3.4026253
5,0.5210391,-3.6369925
5,-0.2725588,-2.0761971
5,-1.4164093,-2.4853783
5,-4.0930066,0.20659214
5,-3.7458596,-1.5137783
5,-3.4981008,-4.1726494
5,-0.17508373,-3.8969676
5,0.82367575,-3.0107417
5,-0.588989,-5.0623136
5,-4.632121,-0.84404993
5,-3.2911634,-1.6880237
5,-3.142257,0.1860044
5,-4.065735,1.8329291
5,-0.65018064,-2.8726373
5,-2.756874,-0.4221887
5,-3.4450455,-2.205482
5,-4.181674,-0.018098056
5,-1.7943909,-2.189251
5,-3.8327706,-3.5863228
5,0.038959444,-4.056048
5,1.5287275,-5.335156
5,-1.7265792,-3.429424
5,-0.6400696,-3.2088487
5,0.06664622,-5.594314
5,1.0541072,-2.9547007
5,0.39009845,-3.8261745
5,1.6874839,-4.8596992
5,-3.1752605,-0.91742134
5,0.8568686,-4.1004167
5,-0.5268789,-3.9089997
5,1.7276833,-4.900628
5,1.7228476,-3.233844
5,-2.0749688,-0.09364128
5,-0.39138058,-3.896987
5,1.9427273,-5.217543
5,2.4996805,3.7127237
5,3.0047257,7.142378
5,0.6604045,5.066712
5,0.7636493,6.6779895
5,-0.31321645,8.238642
5,0.027809206,7.425783
5,-0.80467373,6.6534696
5,2.4445496,4.8768225
5,0.11231911,6.575095
5,5.4966617,5.2340074
5,2.0866232,3.9346285
5,4.8181534,4.578081
5,3.7448657,2.7811809
5,2.9335146,8.941687
5,4.0894575,6.0853877
5,4.083894,4.362915
5,6.307969,5.206501
5,2.4507487,6.869711
5,5.473297,3.5055683
5,2.997323,6.2121954
5,4.8442426,3.4982433
5,3.882292,3.974974
5,3.5485725,3.350461
5,4.0452366,2.403096
5,1.8865947,6.3919573
5,0.59818125,6.1422224
5,2.1690407,6.18502
5,0.8893732,8.081929
1,1.6820822,-0.34727716
1,3.1958995,2.2146952
1,4.7651463,2.652372
1,1.8688592,3.1480777
1,5.440373,3.941516
1,3.1370454,4.864993
1,4.0970902,2.6943738
1,3.832028,2.4932215
1,6.1198425,1.6073254
1,7.231601,-0.60061276
1,4.7228136,5.0286584
1,2.853994,3.1987267
1,1.4617292,3.4302976
1,5.0647163,3.1433816
5,-2.4112203,1.2200655
5,2.5284696,-6.3018312
5,1.4108124,-6.44105
5,1.6066577,-5.924782
5,-2.8859653,-1.2437373
5,1.1644055,-5.6258807
5,-5.9396276,-0.4414897
5,-1.0542711,-4.8149767
5,5.095433,-3.9193695
1,3.164468,4.5979805
5,2.3768668,5.5297627
1,4.455568,4.034356
1,2.7299826,3.156637
5,5.1924863,2.9455142
1,4.15326,3.579757
1,2.6939914,5.0409994
1,2.909616,4.018704
1,2.4596076,3.3310006
1,4.855598,4.067095
1,4.435718,2.8334382
1,3.2582462,4.315132
1,4.9613633,2.6977804
5,-0.108711064,5.239866
1,4.4835773,2.7114415
5,2.4500651,4.433301
5,6.336586,1.8240256
5,2.2337742,-5.3025045
5,1.4662762,-5.2867265
5,-1.5084531,-3.8618011
5,-0.73820746,-2.3699222
5,-1.4947689,-3.6010103
5,1.1914812,-3.3835187
5,-2.139873,-3.5944972
5,-2.7433028,-1.914082
5,-1.0826097,-3.350677
5,0.63356775,-5.094933
5,-1.5725706,-3.5089805
5,2.1620648,-4.1866093
5,-3.7373517,-1.6685996
5,-1.7993116,-2.7768264
5,-0.34275168,-5.5383644
5,-1.3400147,-2.1477625
5,-3.0517716,0.53689617
5,0.04158008,-4.0999436
5,1.5081471,-2.6734624
5,-3.143944,-0.42231137
5,-0.76782954,-3.2322574
5,-3.7295194,-0.06332454
5,-4.6925354,0.45168
5,-3.6648793,-1.6527888
10,-4.807159,-0.30865467
10,1.8640702,-3.845863
10,0.34277725,-5.7315216
10,-2.4553666,-4.5676365
10,-1.7330287,-2.6601446
10,-1.7529596,-2.8430014
10,-2.0030525,-3.7032893
10,-2.5823362,-3.5293744
10,-4.093468,-2.1260295
5,-0.17950165,9.593486
5,1.8397789,10.075263
5,4.5729284,5.1822767
5,0.68508375,9.705729
5,4.58349,6.1522703
5,2.200368,6.6643763
5,2.6081297,8.392843
5,3.8144484,5.8770866
5,3.0473979,7.493077
5,-1.4234073,8.427387
5,3.7666216,5.6571875
5,4.9253592,5.9136667
5,2.6473703,8.665539
5,3.3236,7.782137
5,4.077364,7.5347524
5,0.13650322,8.787214
5,-1.8834075,11.196066
5,0.44647753,8.10423
5,3.1529264,6.8769307
5,3.6488848,7.7272787
5,1.8536671,9.14525
5,5.025779,5.7952466
5,1.6079437,8.173361
5,4.079423,8.500567
5,5.7327,5.2851
5,2.6093688,7.406371
5,5.069578,5.994734
5,1.6306503,7.2711782
5,2.7364354,8.431381
5,0.19035184,7.86448
5,4.1013,8.117382
5,1.8923677,6.558398
5,1.3077029,10.850854
5,5.9545884,5.6913557
5,4.1732326,1.9625001
5,3.5007138,2.17826
5,4.414837,0.30759957
5,1.3501568,-0.8813462
5,2.6696465,2.8851318
5,4.127657,0.33220506
5,2.7384613,-0.1295448
5,3.1245763,2.3908346
5,4.240264,-1.8053745
5,6.1920476,2.7381582
5,4.2751546,1.6947554
5,6.3905077,-1.7823187
5,5.362931,0.13549061
5,4.420556,1.9865032
5,4.3701696,0.9157374
5,1.7698652,3.2397244
5,-2.7507997,-1.8885012
5,0.6703704,-3.119277
5,-3.0446997,-2.7711356
5,-4.2398777,1.1806922
5,-2.6718931,-0.059587
5,-1.3209001,-4.3777757
5,-0.634288,-4.450262
5,-3.1484933,-1.8099482
5,-1.7931159,-3.286984
5,-1.4413667,-2.8752804
5,0.6130966,-4.019553
5,-3.03255,-2.3741748
5,-0.6297344,-4.351284
5,-1.242898,-1.6091902
5,-1.512372,-1.3382041
5,-1.0829911,-1.1932327
5,1.2835418,-5.8472652
5,-1.9766155,-2.3151062
5,-7.4047947,0.44427574
5,-2.5727363,-3.4091916
5,-4.3963027,-1.2869611
5,-6.572872,3.229528
5,-4.291279,-1.0676405
5,-1.4151226,-4.611147
5,0.2796219,-5.4693503
5,-0.51192546,-4.3675365
5,-0.05490765,-5.0717444
5,-7.4180207,-0.5881541
5,-7.825874,0.9745585
5,-4.86406,-0.7580545
5,-6.554385,-1.8729692
5,-3.7548084,-1.1227769
5,-1.6313415,-3.688667
5,-4.2117,-2.0836241
5,-3.779238,-2.6233191
5,-1.0233893,-4.3776493
5,-2.202956,-2.7274568
5,-2.0924933,-1.8670645
5,1.2873886,-2.741586
5,0.8090658,-3.3157778
5,-1.4114276,-1.541983
5,0.26539814,-4.3681602
5,0.8146017,-2.6724782
5,-5.3496027,0.013512999
5,-5.0281224,0.12574255
5,-4.285884,-1.2824206
5,0.16062582,-4.1328726
5,-1.5313821,-3.5610337
5,-0.72153556,-4.9459586
5,2.6926155,-5.6573567
5,-3.062973,-3.139801
5,-3.8484013,-1.190436
5,-11.23987,4.4336567
5,-2.7205048,-0.8463942
5,-1.9549419,-2.7664511
5,-3.923862,-0.25463232
5,-4.265743,-2.9921956
5,-4.477073,-0.9435376
5,2.9431214,-3.851553
5,-1.1639433,-4.0477495
5,-1.3166361,-3.3814013
5,-3.915651,-1.893419
5,0.5133333,-5.4353995
5,-0.83768857,-6.5389667
5,-1.1813132,-6.809005
5,-0.8816451,-6.6997976
5,-3.890715,-6.543242
5,-1.9781001,-5.889326
5,-2.183349,-6.1754518
5,-1.9037187,-5.4527926
5,1.2813808,-5.4049206
5,-1.272719,-6.4393473
5,-4.0838585,-5.5285683
5,-1.1299684,-5.6861053
5,-1.8582478,-6.5723996
5,-2.665076,-6.2997794
5,0.9237399,-6.744671
5,2.8675845,0.44436848
5,1.4001552,0.31054968
5,1.7825638,3.4697928
5,1.6556408,1.1131893
5,2.4556153,2.3589308
5,0.119553566,2.7752461
5,1.2043498,0.35378575
5,1.0178783,0.33408293
5,1.8621157,-1.6267867
5,1.6808863,-2.2528207
5,1.2891538,-3.382624
5,2.8630574,-1.4038367
5,-0.49761236,-0.7688323
5,1.3839295,-2.2066488
5,-0.11700404,-1.3210058
5,2.3346624,-3.4924393
5,0.48968703,-0.32630873
5,0.036245942,-0.9461826
5,1.7842112,0.7386266
5,2.6024694,-0.5010371
5,2.5622146,0.042839527
5,2.1671278,-1.0253361
5,0.7149386,0.46972752
5,1.6720613,-1.1526451
5,2.0857584,-0.9429474
5,1.7286814,-0.71224254
5,0.9856204,0.26985636
5,1.78405,-0.05230034
5,1.0171793,-1.1578367
1,1.0049701,-5.560234
1,-1.5624893,-3.4829278
1,-2.2500243,-4.0918555
1,3.3332171,1.9030883
1,3.1753514,1.1360253
1,1.8787147,0.80226636
1,3.4422312,0.55742645
1,-0.30956876,-5.9335384
1,-0.36206833,-6.018353
1,0.23113513,-5.48977
1,-0.995898,-5.5040812
1,0.73004866,-2.659077
1,-1.1346344,-5.3531632
1,-2.4497209,-5.455642
1,-0.33204547,-3.728979
1,-0.51137894,-4.3948426
1,1.8388302,-5.509639
1,-1.8367567,-5.732587
1,-0.36915502,-4.565067
1,-1.7608964,-5.891475
1,-2.0185456,-3.9846687
1,0.6418026,-5.513879
1,-1.7250968,-3.5109
1,-0.13392083,-4.0253444
1,-0.95662665,-4.2668357
1,-0.11834103,-2.340913
1,-0.1577173,-5.286007
5,-2.0064294,-5.360619
5,-0.3741613,-3.586737
5,-0.15866008,-4.9125323
5,0.34847814,-6.648194
5,-1.1973523,-3.9980736
5,-1.4978553,-4.777124
5,-0.97486264,-3.9773374
5,-1.35432,-4.4126406
5,0.3092782,-4.6369324
5,2.048934,-4.1363044
5,-1.5600939,-5.7214813
5,-0.59930634,-5.09105
5,-1.1923702,-4.6742086
5,0.6673741,-5.349456
5,-0.6350198,-6.1680517
5,0.20561802,-5.438141
5,2.3890717,-4.338919
5,-0.3976456,-5.087199
5,-2.2908783,-4.7382565
5,0.24131018,-4.7129936
5,-0.7169077,-4.7529325
5,0.16260348,-4.7984977
5,-0.9708655,-4.7727942
5,-0.7681141,-3.7193031
5,-0.6172817,-4.8583674
5,0.41061223,-3.5464594
5,-2.2966094,-3.0647452
5,3.6113343,6.020159
5,2.8104122,5.050464
5,2.613913,4.4281454
5,2.904233,3.1630335
5,4.0790973,5.303398
5,3.1227982,4.120807
5,2.490361,6.186839
5,2.6303442,5.842942
5,3.4689484,5.4113417
5,3.0537965,-0.96258914
5,2.537044,4.85044
5,2.8792353,4.144822
5,0.8288994,4.456022
5,1.9270777,4.296781
5,-0.014942259,-3.0212681
5,1.6726742,-0.9258758
5,0.18016084,-4.196686
5,0.22126639,-3.907599
5,-1.9771323,-2.5818994
5,1.0195043,-3.9991558
5,-2.6705887,-3.0464065
5,-0.9588547,-3.6587703
5,-0.048428066,-3.8298516
5,-1.3743742,-4.366358
5,1.1638002,-6.047427
5,0.16541488,-4.694807
5,-1.2864376,-3.1718388
5,-0.9514153,-4.3079233
5,0.4867519,-2.3540435
5,1.5726298,-5.949686
10,-2.881279,-6.5774336
10,-2.709555,-4.8417153
10,-2.2119281,-6.48943
10,-3.3506935,-4.5325594
10,-4.3137007,-4.5717497
10,-3.3257952,-5.6222067
10,-1.2995611,-5.64227
10,-3.3686585,-6.134055
10,-1.9235027,-6.349765
10,-1.2740756,-5.407763
10,0.38878822,-5.065508
10,-1.2278506,-5.84703
1,1.1572204,-2.2064102
1,0.55709374,-3.3416378
1,-2.0702922,-1.7693301
1,2.5232744,-3.683726
1,0.61280626,-1.8565651
1,0.9471009,-0.92615104
1,2.912205,-3.2374737
1,0.7073829,-3.0593748
1,1.5040472,-4.1415396
1,2.2159061,-2.178211
1,1.0574735,-4.5410175
1,-1.3690577,-5.6549606
1,2.001859,-2.3750694
1,1.8409686,-1.5824685
1,1.4310517,-1.9430149
1,-1.0812899,-5.2051554
1,2.1342587,-1.2063949
1,2.8933592,6.1357355
1,3.973466,4.120153
1,2.382832,5.137269
1,2.9044135,6.777259
1,3.6386065,2.5267859
1,1.5760286,5.6428103
1,3.029383,5.3219953
1,1.577988,6.0714426
1,2.9852867,5.593403
1,3.0320687,6.393057
1,2.682869,5.7318935
1,2.6724422,5.4946747
5,-1.9040006,-5.4887576
5,-3.8004158,-5.4404955
5,-1.8972061,-6.3954883
0,-17.345205,12.213294
0,-17.608568,11.818783
0,-18.277832,11.866904
0,-18.788752,12.356655
0,-16.936138,12.894108
0,-17.910387,11.764145
0,-18.2347,12.762197
0,-17.135124,11.583948
0,-17.436361,11.2771225
5,1.7992165,5.635724
5,2.0434465,5.843103
5,1.5805182,4.3915286
5,2.0468626,6.275714
5,2.208042,3.8750587
5,0.9449159,4.115679
5,-1.1936786,4.4214087
5,1.7006693,7.066778
5,2.7447007,5.7711315
5,0.93929017,5.926217
5,1.8271282,2.658644
5,2.9411898,2.9621348
5,1.4773724,5.5797863
5,1.742635,5.999257
5,3.560082,6.37096
5,3.2225544,7.7844234
5,0.7877124,6.1898212
5,1.5383115,6.054174
5,1.0333524,3.2057674
5,1.856184,4.411158
5,1.5338299,4.846629
5,0.72765136,-4.9709864
5,2.3042297,5.9282684
5,0.22049403,3.695208
5,-0.24200562,3.5461872
5,1.9378326,7.0048075
5,1.7828455,5.945163
5,2.0677848,1.1311933
5,0.32327288,6.2693534
5,0.91758484,5.08816
5,-0.17352767,-3.4011655
5,2.1483564,7.011238
5,0.5347067,-3.954595
5,3.107966,1.3885399
5,3.1535425,1.3518145
5,1.3243049,-1.7337312
5,0.071864724,-2.1537743
5,2.01179,-0.92451143
5,1.1020541,5.106569
5,0.52104425,5.758828
5,0.58179855,6.641983
5,1.954664,5.4543915
5,3.3060017,6.7515855
5,1.5765913,-1.5249753
5,2.4622107,1.740828
5,2.0585356,1.4173535
5,0.94028014,5.3081484
5,1.465116,4.5399456
5,2.4894326,5.794759
5,3.4244862,4.8583894
5,2.8991783,5.786711
5,2.453727,2.392428
5,1.2298495,-2.2745667
5,2.124502,2.1772232
5,1.0833049,4.2118187
5,2.7407088,-4.1063447
5,-0.035092592,-2.1652584
5,2.188537,2.4399118
5,2.0864782,3.4842615
5,1.6351867,6.9271717
5,2.3270435,7.0380206
5,1.7256054,6.4401054
5,-0.38775757,-3.8271775
5,2.1921492,0.20247245
5,0.9916534,1.8851451
5,3.2629123,2.0762417
5,1.3066074,0.19633096
5,1.7809918,5.03283
5,2.6725492,6.087162
5,1.05312,-3.9606214
5,1.8760061,5.7022786
5,1.4886978,4.385757
5,2.9424837,0.016471624
5,2.5319602,3.2151513
5,-0.8050989,-3.2103477
5,1.1177846,5.963719
5,1.9215674,3.6160035
5,1.7874511,4.6210413
5,3.0002582,5.996852
5,2.5559678,0.4249369
5,2.629907,1.2003952
5,2.7402554,4.5851407
5,1.4654777,5.8882456
5,1.5394728,6.507744
5,1.8473916,6.187231
5,2.9523551,6.34204
5,3.0527656,-0.8819057
5,2.6238565,3.0419612
5,2.052638,-1.6093671
5,0.87830764,4.1477785
5,1.7048795,5.9315567
5,3.121367,1.3484359
5,2.935913,-1.6324651
5,1.7869786,-1.2792652
5,1.7782456,-2.4406722
5,1.0661374,6.20975
5,-0.7185705,5.121638
12,-0.80258167,-5.9409375
12,1.8188794,0.35889167
12,3.0709736,-1.502295
12,2.5276203,-2.5208957
12,0.8915625,-5.3464074
12,-0.6720719,-5.569238
12,0.9241453,-5.206956
12,-1.9384449,-4.805394
12,2.2332618,-0.8448403
12,2.5757494,-4.073831
12,-0.7475079,-1.8962305
0,-18.142809,12.432716
0,-18.351511,12.4564295
0,-18.188272,11.869348
2,-2.4594905,-6.4061594
2,-2.68399,-6.0090632
2,-2.1507878,-5.950076
12,-1.9924796,-7.073683
12,-3.1237056,-6.1392713
12,-1.416705,-5.0556235
12,-1.2333226,-6.8538256
12,-2.612694,-7.158627
9,3.3947573,4.5382204
9,5.41899,7.4412966
5,7.4824276,7.504201
5,6.1803727,7.5333023
8,3.458458,5.666827
5,1.1968783,-4.043272
5,2.1014667,-2.9992306
0,-7.570341,7.1703453
0,-7.9946084,7.0430183
5,7.1107025,8.225048
0,-7.769943,8.92686
8,4.1127157,4.589752
5,5.49765,6.66255
11,8.096531,-10.994912
5,5.8907137,6.451686
0,1.6291599,-5.590131
0,2.4089615,-5.1001945
5,4.7249556,6.9051437
5,6.991137,6.1518703
2,1.1328025,-3.1742976
2,1.9590149,-2.5843153
2,-0.27328247,-4.681991
5,1.7003318,-3.2629712
5,0.19845998,-3.799498
0,-7.8121862,6.750846
3,-7.911739,5.6915426
5,-7.9116673,5.0011277
10,-7.649691,5.5056796
5,6.141163,6.5450554
5,5.068586,6.3070927
5,4.984541,5.781085
5,4.756316,7.5523767
5,6.4856696,5.1250257
5,6.4306827,6.127641
5,4.761186,6.6548457
5,4.878303,5.9779825
5,5.5791135,6.591804
5,6.8721895,7.8386045
5,6.6486125,6.554184
5,6.2433014,7.3193603
5,4.765287,6.1623807
5,5.9422455,6.76779
5,5.8924236,6.2483535
5,5.8185964,7.071137
5,5.8173037,7.001549
5,6.084745,5.812953
5,6.1024227,8.107556
5,6.749797,7.4441056
5,6.186813,6.3159857
5,4.906896,7.0361357
5,6.9160137,8.594177
0,-4.428212,0.5200429
0,-6.8748436,6.9096036
8,4.6532135,7.532027
0,-2.7275314,4.74837
0,-6.7182555,4.3717093
8,4.662168,4.3407755
0,-5.602353,5.1439795
7,4.515793,5.2441587
0,-1.7551751,3.2032852
7,4.653082,-0.09641594
8,3.7578657,6.4563994
0,-7.819176,7.163494
0,-6.406229,5.760992
0,-6.5714707,7.02465
0,-6.257225,5.129739
8,4.324188,7.6780233
0,-8.66277,7.8890734
0,-7.0072784,4.001198
8,4.5635314,6.6620398
4,-5.7134333,3.9805856
8,4.853549,7.7224493
4,-7.6680784,6.906009
8,4.4058275,4.8326206
0,-8.376114,7.619754
4,-7.757854,6.9304967
4,-8.11644,5.4056964
8,4.996748,6.030241
